,Target
14196,1
14197,1
14198,1
14199,0
14200,0
14201,0
14202,1
14203,0
14204,1
14205,0
14206,1
14207,0
14208,1
14209,0
14210,1
14211,0
14212,0
14213,0
14214,1
14215,1
14216,0
14217,1
14218,1
14219,1
14220,1
14221,0
14222,1
14223,0
14224,0
14225,0
14226,0
14227,0
14228,1
14229,1
14230,1
14231,0
14232,1
14233,0
14234,0
14235,1
14236,1
14237,0
14238,0
14239,1
14240,1
14241,0
14242,1
14243,1
14244,0
14245,1
14246,0
14247,0
14248,1
14249,0
14250,0
14251,1
14252,0
14253,1
14254,1
14255,1
14256,0
14257,0
14258,1
14259,1
14260,0
14261,1
14262,0
14263,0
14264,1
14265,1
14266,0
14267,1
14268,1
14269,1
14270,0
14271,1
14272,1
14273,0
14274,0
14275,0
14276,1
14277,0
14278,0
14279,1
14280,0
14281,0
14282,0
14283,1
14284,1
14285,1
14286,0
14287,1
14288,0
14289,1
14290,0
14291,0
14292,0
14293,1
14294,1
14295,1
14296,0
14297,0
14298,1
14299,1
14300,1
14301,0
14302,0
14303,0
14304,1
14305,0
14306,1
14307,1
14308,0
14309,1
14310,0
14311,0
14312,0
14313,1
14314,0
14315,1
14316,1
14317,0
14318,0
14319,1
14320,1
14321,0
14322,0
14323,1
14324,0
14325,0
14326,1
14327,1
14328,1
14329,1
14330,1
14331,0
14332,0
14333,1
14334,1
14335,0
14336,0
14337,1
14338,0
14339,1
14340,1
14341,0
14342,1
14343,0
14344,1
14345,0
14346,1
14347,0
14348,0
14349,1
14350,0
14351,1
14352,0
14353,0
14354,1
14355,1
14356,1
14357,0
14358,0
14359,1
14360,1
14361,0
14362,0
14363,0
14364,0
14365,0
14366,1
14367,1
14368,1
14369,0
14370,1
14371,1
14372,0
14373,0
14374,1
14375,1
14376,0
14377,0
14378,1
14379,0
14380,0
14381,1
14382,1
14383,0
14384,1
14385,1
14386,1
14387,0
14388,1
14389,1
14390,1
14391,0
14392,0
14393,1
14394,0
14395,0
14396,0
14397,1
14398,0
14399,0
14400,1
14401,1
14402,0
14403,0
14404,1
14405,1
14406,1
14407,0
14408,0
14409,1
14410,1
14411,0
14412,0
14413,1
14414,1
14415,0
14416,0
14417,1
14418,0
14419,1
14420,0
14421,0
14422,1
14423,0
14424,1
14425,1
14426,1
14427,0
14428,0
14429,1
14430,0
14431,0
14432,1
14433,1
14434,1
14435,0
14436,1
14437,0
14438,0
14439,0
14440,0
14441,1
14442,0
14443,1
14444,1
14445,1
14446,1
14447,0
14448,0
14449,1
14450,0
14451,1
14452,0
14453,0
14454,1
14455,0
14456,1
14457,0
14458,0
14459,1
14460,1
14461,0
14462,0
14463,1
14464,1
14465,1
14466,1
14467,1
14468,0
14469,0
14470,0
14471,0
14472,1
14473,1
14474,0
14475,0
14476,1
14477,1
14478,0
14479,1
14480,0
14481,0
14482,0
14483,0
14484,1
14485,0
14486,0
14487,1
14488,1
14489,1
14490,0
14491,1
14492,1
14493,0
14494,0
14495,0
14496,1
14497,1
14498,0
14499,1
14500,0
14501,1
14502,1
14503,1
14504,0
14505,0
14506,1
14507,1
14508,1
14509,0
14510,0
14511,1
14512,1
14513,0
14514,1
14515,1
14516,1
14517,0
14518,0
14519,1
14520,0
14521,0
14522,1
14523,0
14524,0
14525,0
14526,0
14527,1
14528,0
14529,1
14530,0
14531,0
14532,1
14533,0
14534,1
14535,1
14536,1
14537,1
14538,1
14539,1
14540,0
14541,0
14542,0
14543,0
14544,1
14545,1
14546,0
14547,1
14548,0
14549,1
14550,0
14551,1
14552,0
14553,0
14554,1
14555,1
14556,0
14557,1
14558,1
14559,0
14560,1
14561,0
14562,0
14563,0
14564,1
14565,0
14566,0
14567,0
14568,0
14569,1
14570,1
14571,1
14572,0
14573,0
14574,0
14575,1
14576,1
14577,1
14578,1
14579,1
14580,0
14581,0
14582,1
14583,0
14584,0
14585,1
14586,0
14587,1
14588,1
14589,1
14590,0
14591,1
14592,0
14593,0
14594,1
14595,0
14596,1
14597,0
14598,0
14599,1
14600,0
14601,1
14602,0
14603,1
14604,1
14605,1
14606,0
14607,1
14608,1
14609,1
14610,0
14611,0
14612,1
14613,1
14614,0
14615,1
14616,0
14617,0
14618,0
14619,1
14620,0
14621,0
14622,0
14623,0
14624,1
14625,1
14626,0
14627,1
14628,1
14629,0
14630,1
14631,1
14632,1
14633,1
14634,1
14635,0
14636,0
14637,1
14638,1
14639,1
14640,1
14641,1
14642,0
14643,0
14644,0
14645,0
14646,0
14647,1
14648,0
14649,0
14650,0
14651,1
14652,0
14653,1
14654,0
14655,1
14656,1
14657,0
14658,1
14659,0
14660,0
14661,1
14662,0
14663,1
14664,0
14665,0
14666,1
14667,0
14668,0
14669,1
14670,1
14671,1
14672,0
14673,1
14674,0
14675,0
14676,0
14677,1
14678,1
14679,0
14680,1
14681,1
14682,0
14683,0
14684,1
14685,0
14686,1
14687,0
14688,0
14689,1
14690,0
14691,1
14692,1
14693,0
14694,1
14695,1
14696,1
14697,1
14698,1
14699,1
14700,0
14701,1
14702,0
14703,1
14704,0
14705,0
14706,1
14707,1
14708,0
14709,0
14710,0
14711,0
14712,0
14713,1
14714,1
14715,0
14716,0
14717,0
14718,0
14719,0
14720,1
14721,0
14722,0
14723,1
14724,1
14725,1
14726,1
14727,1
14728,1
14729,0
14730,1
14731,0
14732,1
14733,1
14734,1
14735,1
14736,0
14737,1
14738,1
14739,0
14740,0
14741,0
14742,0
14743,0
14744,0
14745,1
14746,0
14747,0
14748,1
14749,1
14750,1
14751,0
14752,0
14753,1
14754,1
14755,1
14756,0
14757,1
14758,0
14759,1
14760,0
14761,0
14762,0
14763,0
14764,1
14765,0
14766,1
14767,1
14768,1
14769,0
14770,1
14771,0
14772,1
14773,0
14774,0
14775,1
14776,1
14777,0
14778,0
14779,1
14780,0
14781,1
14782,0
14783,0
14784,0
14785,1
14786,0
14787,1
14788,0
14789,1
14790,1
14791,0
14792,1
14793,0
14794,0
14795,0
14796,1
14797,0
14798,0
14799,1
14800,1
14801,1
14802,1
14803,1
14804,1
14805,1
14806,1
14807,1
14808,0
14809,1
14810,0
14811,0
14812,1
14813,0
14814,1
14815,0
14816,0
14817,0
14818,0
14819,1
14820,0
14821,0
14822,1
14823,0
14824,1
14825,1
14826,1
14827,1
14828,0
14829,0
14830,0
14831,0
14832,1
14833,1
14834,0
14835,0
14836,0
14837,1
14838,0
14839,0
14840,1
14841,1
14842,0
14843,1
14844,1
14845,0
14846,0
14847,1
14848,1
14849,1
14850,0
14851,1
14852,0
14853,0
14854,0
14855,0
14856,1
14857,1
14858,0
14859,0
14860,1
14861,1
14862,1
14863,1
14864,0
14865,0
14866,1
14867,0
14868,0
14869,0
14870,1
14871,0
14872,0
14873,1
14874,1
14875,1
14876,1
14877,0
14878,1
14879,1
14880,0
14881,1
14882,0
14883,1
14884,0
14885,1
14886,0
14887,1
14888,1
14889,0
14890,1
14891,0
14892,0
14893,1
14894,1
14895,1
14896,0
14897,1
14898,1
14899,0
14900,0
14901,0
14902,1
14903,0
14904,0
14905,0
14906,0
14907,1
14908,1
14909,1
14910,0
14911,0
14912,1
14913,1
14914,1
14915,0
14916,1
14917,0
14918,1
14919,1
14920,1
14921,0
14922,0
14923,1
14924,1
14925,1
14926,1
14927,0
14928,0
14929,0
14930,1
14931,0
14932,0
14933,0
14934,0
14935,1
14936,1
14937,1
14938,1
14939,0
14940,1
14941,0
14942,0
14943,0
14944,0
14945,0
14946,1
14947,1
14948,0
14949,1
14950,1
14951,1
14952,1
14953,0
14954,0
14955,0
14956,0
14957,0
14958,1
14959,1
14960,1
14961,0
14962,0
14963,1
14964,0
14965,0
14966,1
14967,1
14968,1
14969,0
14970,1
14971,1
14972,0
14973,0
14974,0
14975,0
14976,1
14977,0
14978,1
14979,0
14980,1
14981,0
14982,1
14983,1
14984,0
14985,0
14986,1
14987,0
14988,1
14989,1
14990,0
14991,0
14992,0
14993,1
14994,0
14995,0
14996,0
14997,0
14998,1
14999,0
15000,1
15001,1
15002,1
15003,1
15004,1
15005,0
15006,1
15007,0
15008,1
15009,1
15010,0
15011,0
15012,1
15013,0
15014,1
15015,1
15016,0
15017,1
15018,0
15019,1
15020,0
15021,1
15022,1
15023,1
15024,1
15025,1
15026,1
15027,1
15028,0
15029,1
15030,0
15031,0
15032,0
15033,0
15034,0
15035,1
15036,0
15037,1
15038,0
15039,0
15040,0
15041,1
15042,0
15043,0
15044,1
15045,1
15046,1
15047,0
15048,0
15049,1
15050,1
15051,0
15052,0
15053,0
15054,1
15055,1
15056,0
15057,0
15058,1
15059,1
15060,1
15061,0
15062,0
15063,1
15064,1
15065,1
15066,0
15067,0
15068,0
15069,1
15070,1
15071,1
15072,0
15073,0
15074,0
15075,0
15076,1
15077,1
15078,1
15079,0
15080,1
15081,1
15082,1
15083,0
15084,0
15085,0
15086,0
15087,1
15088,0
15089,0
15090,1
15091,1
15092,1
15093,0
15094,0
15095,1
15096,0
15097,0
15098,1
15099,1
15100,1
15101,0
15102,0
15103,1
15104,1
15105,0
15106,1
15107,1
15108,0
15109,0
15110,0
15111,1
15112,1
15113,1
15114,0
15115,1
15116,0
15117,1
15118,0
15119,0
15120,1
15121,0
15122,0
15123,1
15124,0
15125,1
15126,0
15127,1
15128,0
15129,0
15130,1
15131,0
15132,1
15133,0
15134,1
15135,1
15136,1
15137,1
15138,0
15139,1
15140,0
15141,0
15142,1
15143,0
15144,1
15145,1
15146,0
15147,1
15148,0
15149,0
15150,1
15151,1
15152,0
15153,1
15154,0
15155,1
15156,0
15157,0
15158,0
15159,0
15160,0
15161,1
15162,0
15163,0
15164,1
15165,1
15166,1
15167,1
15168,0
15169,0
15170,1
15171,1
15172,1
15173,0
15174,0
15175,0
15176,1
15177,0
15178,1
15179,1
15180,1
15181,0
15182,0
15183,1
15184,1
15185,0
15186,0
15187,0
15188,0
15189,1
15190,0
15191,1
15192,1
15193,1
15194,0
15195,0
15196,1
15197,0
15198,0
15199,1
15200,0
15201,1
15202,1
15203,0
15204,1
15205,1
15206,0
15207,0
15208,0
15209,1
15210,1
15211,0
15212,1
15213,1
15214,0
15215,0
15216,1
15217,1
15218,0
15219,1
15220,0
15221,1
15222,1
15223,0
15224,1
15225,1
15226,0
15227,1
15228,1
15229,1
15230,0
15231,0
15232,1
15233,0
15234,0
15235,0
15236,1
15237,1
15238,0
15239,1
15240,0
15241,0
15242,0
15243,0
15244,1
15245,1
15246,0
15247,0
15248,1
15249,1
15250,0
15251,1
15252,0
15253,0
15254,0
15255,0
15256,1
15257,1
15258,0
15259,1
15260,1
15261,0
15262,0
15263,0
15264,1
15265,0
15266,1
15267,0
15268,1
15269,1
15270,1
15271,0
15272,1
15273,1
15274,0
15275,0
15276,0
15277,0
15278,1
15279,0
15280,1
15281,1
15282,1
15283,0
15284,1
15285,0
15286,1
15287,1
15288,0
15289,1
15290,1
15291,1
15292,1
15293,0
15294,0
15295,1
15296,0
15297,0
15298,0
15299,0
15300,1
15301,0
15302,1
15303,1
15304,0
15305,0
15306,0
15307,1
15308,1
15309,0
15310,0
15311,0
15312,0
15313,1
15314,1
15315,1
15316,1
15317,0
15318,1
15319,1
15320,1
15321,0
15322,0
15323,1
15324,0
15325,1
15326,1
15327,0
15328,1
15329,1
15330,1
15331,0
15332,0
15333,1
15334,0
15335,0
15336,1
15337,1
15338,0
15339,0
15340,0
15341,0
15342,1
15343,0
15344,0
15345,0
15346,1
15347,1
15348,0
15349,1
15350,1
15351,1
15352,1
15353,0
15354,0
15355,0
15356,0
15357,0
15358,1
15359,0
15360,0
15361,1
15362,0
15363,0
15364,1
15365,1
15366,0
15367,1
15368,1
15369,0
15370,1
15371,1
15372,1
15373,0
15374,1
15375,1
15376,0
15377,1
15378,1
15379,1
15380,0
15381,0
15382,0
15383,1
15384,0
15385,0
15386,0
15387,1
15388,0
15389,1
15390,0
15391,0
15392,1
15393,1
15394,1
15395,1
15396,1
15397,1
15398,0
15399,0
15400,1
15401,1
15402,1
15403,0
15404,0
15405,0
15406,0
15407,1
15408,0
15409,0
15410,1
15411,1
15412,1
15413,0
15414,1
15415,0
15416,0
15417,1
15418,1
15419,0
15420,0
15421,0
15422,1
15423,0
15424,1
15425,1
15426,0
15427,1
15428,0
15429,0
15430,0
15431,0
15432,1
15433,1
15434,1
15435,0
15436,0
15437,1
15438,0
15439,1
15440,0
15441,1
15442,0
15443,1
15444,1
15445,1
15446,1
15447,0
15448,0
15449,0
15450,1
15451,0
15452,1
15453,1
15454,0
15455,1
15456,0
15457,1
15458,1
15459,1
15460,0
15461,1
15462,1
15463,1
15464,0
15465,0
15466,0
15467,0
15468,0
15469,1
15470,1
15471,1
15472,0
15473,0
15474,1
15475,0
15476,1
15477,0
15478,1
15479,0
15480,0
15481,1
15482,0
15483,1
15484,0
15485,0
15486,1
15487,0
15488,0
15489,0
15490,1
15491,1
15492,1
15493,0
15494,0
15495,1
15496,1
15497,0
15498,1
15499,0
15500,0
15501,0
15502,1
15503,0
15504,1
15505,1
15506,1
15507,1
15508,0
15509,1
15510,1
15511,1
15512,0
15513,0
15514,0
15515,0
15516,0
15517,1
15518,0
15519,0
15520,1
15521,1
15522,1
15523,0
15524,1
15525,0
15526,0
15527,0
15528,1
15529,1
15530,1
15531,1
15532,0
15533,1
15534,1
15535,0
15536,1
15537,1
15538,1
15539,0
15540,0
15541,0
15542,1
15543,1
15544,1
15545,0
15546,0
15547,1
15548,1
15549,1
15550,0
15551,0
15552,0
15553,0
15554,1
15555,0
15556,0
15557,0
15558,0
15559,1
15560,1
15561,0
15562,1
15563,0
15564,0
15565,1
15566,0
15567,0
15568,0
15569,0
15570,1
15571,0
15572,1
15573,0
15574,1
15575,0
15576,1
15577,1
15578,0
15579,1
15580,1
15581,1
15582,1
15583,0
15584,1
15585,0
15586,1
15587,0
15588,1
15589,0
15590,1
15591,1
15592,1
15593,1
15594,0
15595,0
15596,0
15597,1
15598,1
15599,0
15600,0
15601,0
15602,1
15603,0
15604,1
15605,1
15606,0
15607,1
15608,0
15609,0
15610,0
15611,1
15612,1
15613,0
15614,1
15615,0
15616,0
15617,1
15618,0
15619,0
15620,1
15621,0
15622,1
15623,1
15624,0
15625,1
15626,1
15627,0
15628,0
15629,0
15630,1
15631,1
15632,1
15633,0
15634,1
15635,1
15636,0
15637,0
15638,1
15639,1
15640,1
15641,0
15642,1
15643,1
15644,0
15645,0
15646,0
15647,1
15648,1
15649,1
15650,0
15651,0
15652,1
15653,0
15654,0
15655,1
15656,0
15657,0
15658,0
15659,1
15660,1
15661,1
15662,0
15663,1
15664,1
15665,0
15666,0
15667,0
15668,1
15669,1
15670,0
15671,1
15672,1
15673,1
15674,0
15675,0
15676,0
15677,1
15678,1
15679,0
15680,0
15681,1
15682,0
15683,1
15684,1
15685,0
15686,0
15687,0
15688,1
15689,1
15690,0
15691,0
15692,0
15693,0
15694,1
15695,1
15696,1
15697,0
15698,1
15699,1
15700,1
15701,1
15702,0
15703,0
15704,1
15705,1
15706,0
15707,1
15708,0
15709,0
15710,0
15711,1
15712,0
15713,0
15714,0
15715,0
15716,1
15717,0
15718,1
15719,0
15720,1
15721,1
15722,0
15723,1
15724,1
15725,1
15726,0
15727,1
15728,0
15729,0
15730,1
15731,0
15732,1
15733,0
15734,0
15735,0
15736,1
15737,0
15738,1
15739,1
15740,1
15741,1
15742,1
15743,0
15744,0
15745,0
15746,1
15747,1
15748,1
15749,1
15750,1
15751,0
15752,1
15753,0
15754,0
15755,0
15756,1
15757,0
15758,1
15759,1
15760,0
15761,0
15762,0
15763,0
15764,0
15765,1
15766,1
15767,1
15768,0
15769,1
15770,1
15771,0
15772,0
15773,1
15774,1
15775,0
15776,0
15777,1
15778,0
15779,0
15780,1
15781,0
15782,0
15783,1
15784,0
15785,1
15786,0
15787,0
15788,1
15789,0
15790,1
15791,1
15792,1
15793,1
15794,1
15795,0
15796,0
15797,1
15798,1
15799,0
15800,0
15801,1
15802,1
15803,0
15804,0
15805,1
15806,0
15807,1
15808,1
15809,0
15810,1
15811,0
15812,0
15813,1
15814,1
15815,0
15816,0
15817,0
15818,1
15819,1
15820,0
15821,1
15822,1
15823,0
15824,0
15825,1
15826,1
15827,0
15828,0
15829,0
15830,0
15831,0
15832,0
15833,1
15834,1
15835,0
15836,0
15837,1
15838,1
15839,0
15840,1
15841,1
15842,0
15843,1
15844,1
15845,1
15846,1
15847,1
15848,0
15849,0
15850,0
15851,0
15852,0
15853,0
15854,1
15855,0
15856,1
15857,1
15858,1
15859,0
15860,1
15861,1
15862,0
15863,1
15864,0
15865,0
15866,1
15867,1
15868,0
15869,1
15870,1
15871,0
15872,0
15873,1
15874,0
15875,1
15876,0
15877,0
15878,0
15879,0
15880,1
15881,0
15882,1
15883,1
15884,1
15885,1
15886,0
15887,0
15888,1
15889,1
15890,0
15891,1
15892,1
15893,0
15894,1
15895,1
15896,0
15897,0
15898,0
15899,0
15900,1
15901,1
15902,0
15903,0
15904,0
15905,1
15906,1
15907,1
15908,1
15909,1
15910,0
15911,0
15912,0
15913,0
15914,0
15915,1
15916,1
15917,1
15918,0
15919,0
15920,1
15921,1
15922,0
15923,0
15924,1
15925,0
15926,1
15927,1
15928,0
15929,1
15930,0
15931,0
15932,0
15933,0
15934,1
15935,1
15936,1
15937,1
15938,1
15939,1
15940,0
15941,1
15942,0
15943,0
15944,0
15945,1
15946,0
15947,0
15948,1
15949,0
15950,0
15951,1
15952,0
15953,1
15954,1
15955,0
15956,1
15957,0
15958,1
15959,1
15960,1
15961,1
15962,0
15963,0
15964,0
15965,0
15966,1
15967,0
15968,1
15969,0
15970,1
15971,0
15972,1
15973,0
15974,0
15975,0
15976,1
15977,1
15978,1
15979,0
15980,0
15981,1
15982,1
15983,1
15984,0
15985,0
15986,1
15987,1
15988,0
15989,1
15990,1
15991,0
15992,0
15993,1
15994,0
15995,0
15996,0
15997,1
15998,1
15999,0
16000,1
16001,0
16002,0
16003,1
16004,1
16005,0
16006,0
16007,1
16008,0
16009,0
16010,1
16011,1
16012,1
16013,0
16014,1
16015,1
16016,0
16017,1
16018,1
16019,0
16020,0
16021,1
16022,0
16023,0
16024,0
16025,0
16026,1
16027,0
16028,1
16029,0
16030,1
16031,1
16032,1
16033,1
16034,0
16035,0
16036,1
16037,1
16038,0
16039,0
16040,1
16041,1
16042,1
16043,1
16044,0
16045,0
16046,0
16047,0
16048,0
16049,1
16050,1
16051,0
16052,1
16053,0
16054,0
16055,0
16056,1
16057,0
16058,0
16059,0
16060,0
16061,0
16062,1
16063,1
16064,0
16065,1
16066,1
16067,1
16068,1
16069,0
16070,0
16071,1
16072,1
16073,1
16074,1
16075,0
16076,1
16077,1
16078,0
16079,0
16080,0
16081,1
16082,0
16083,0
16084,0
16085,1
16086,1
16087,0
16088,1
16089,0
16090,0
16091,1
16092,1
16093,1
16094,1
16095,1
16096,1
16097,0
16098,0
16099,1
16100,1
16101,0
16102,1
16103,1
16104,0
16105,0
16106,1
16107,0
16108,1
16109,1
16110,0
16111,0
16112,0
16113,0
16114,1
16115,1
16116,0
16117,1
16118,1
16119,0
16120,1
16121,1
16122,0
16123,0
16124,0
16125,0
16126,0
16127,1
16128,1
16129,0
16130,1
16131,1
16132,0
16133,0
16134,1
16135,0
16136,1
16137,1
16138,0
16139,1
16140,1
16141,0
16142,0
16143,0
16144,1
16145,1
16146,0
16147,0
16148,1
16149,0
16150,1
16151,0
16152,1
16153,1
16154,0
16155,1
16156,0
16157,0
16158,0
16159,1
16160,1
16161,1
16162,0
16163,0
16164,1
16165,0
16166,1
16167,0
16168,0
16169,1
16170,0
16171,1
16172,1
16173,1
16174,0
16175,1
16176,0
16177,0
16178,1
16179,1
16180,0
16181,1
16182,0
16183,0
16184,1
16185,1
16186,1
16187,1
16188,0
16189,1
16190,1
16191,1
16192,0
16193,0
16194,0
16195,0
16196,0
16197,1
16198,0
16199,0
16200,1
16201,0
16202,0
16203,1
16204,1
16205,1
16206,1
16207,0
16208,0
16209,0
16210,1
16211,1
16212,0
16213,0
16214,1
16215,0
16216,0
16217,0
16218,1
16219,1
16220,0
16221,1
16222,1
16223,0
16224,1
16225,1
16226,0
16227,1
16228,0
16229,1
16230,1
16231,0
16232,0
16233,0
16234,0
16235,1
16236,1
16237,1
16238,1
16239,0
16240,0
16241,1
16242,0
16243,0
16244,0
16245,1
16246,1
16247,1
16248,0
16249,1
16250,1
16251,0
16252,0
16253,0
16254,1
16255,0
16256,0
16257,1
16258,1
16259,0
16260,1
16261,1
16262,0
16263,1
16264,0
16265,1
16266,0
16267,1
16268,1
16269,1
16270,0
16271,1
16272,1
16273,0
16274,0
16275,0
16276,1
16277,1
16278,0
16279,0
16280,1
16281,0
16282,0
16283,0
16284,1
16285,0
16286,0
16287,0
16288,0
16289,0
16290,1
16291,0
16292,0
16293,0
16294,0
16295,1
16296,1
16297,1
16298,0
16299,1
16300,1
16301,1
16302,0
16303,1
16304,1
16305,0
16306,0
16307,1
16308,1
16309,1
16310,1
16311,0
16312,0
16313,1
16314,1
16315,1
16316,1
16317,0
16318,0
16319,1
16320,0
16321,0
16322,0
16323,1
16324,1
16325,0
16326,1
16327,0
16328,0
16329,1
16330,0
16331,1
16332,1
16333,0
16334,1
16335,0
16336,0
16337,1
16338,0
16339,1
16340,0
16341,1
16342,1
16343,1
16344,0
16345,0
16346,1
16347,0
16348,0
16349,0
16350,0
16351,0
16352,1
16353,0
16354,1
16355,1
16356,1
16357,1
16358,1
16359,1
16360,0
16361,1
16362,0
16363,1
16364,0
16365,0
16366,0
16367,0
16368,0
16369,0
16370,1
16371,1
16372,1
16373,0
16374,1
16375,0
16376,1
16377,1
16378,0
16379,1
16380,1
16381,1
16382,0
16383,0
16384,1
16385,1
16386,0
16387,1
16388,1
16389,0
16390,0
16391,0
16392,0
16393,1
16394,0
16395,1
16396,1
16397,1
16398,0
16399,0
16400,1
16401,1
16402,1
16403,1
16404,0
16405,0
16406,1
16407,0
16408,1
16409,1
16410,0
16411,0
16412,0
16413,1
16414,1
16415,1
16416,1
16417,0
16418,0
16419,0
16420,0
16421,0
16422,1
16423,0
16424,1
16425,1
16426,1
16427,1
16428,0
16429,1
16430,0
16431,0
16432,0
16433,0
16434,1
16435,1
16436,0
16437,0
16438,1
16439,0
16440,0
16441,1
16442,1
16443,0
16444,1
16445,0
16446,1
16447,1
16448,0
16449,0
16450,1
16451,1
16452,0
16453,0
16454,0
16455,0
16456,1
16457,1
16458,1
16459,0
16460,1
16461,1
16462,0
16463,0
16464,1
16465,0
16466,1
16467,0
16468,0
16469,0
16470,1
16471,0
16472,1
16473,0
16474,1
16475,0
16476,1
16477,1
16478,1
16479,1
16480,1
16481,0
16482,0
16483,1
16484,1
16485,0
16486,0
16487,1
16488,0
16489,0
16490,0
16491,1
16492,0
16493,1
16494,1
16495,0
16496,0
16497,0
16498,1
16499,0
16500,1
16501,1
16502,0
16503,0
16504,0
16505,1
16506,1
16507,0
16508,1
16509,1
16510,0
16511,1
16512,1
16513,0
16514,0
16515,1
16516,1
16517,0
16518,0
16519,1
16520,0
16521,1
16522,1
16523,0
16524,1
16525,0
16526,1
16527,1
16528,0
16529,0
16530,1
16531,0
16532,1
16533,1
16534,0
16535,0
16536,1
16537,0
16538,0
16539,0
16540,1
16541,1
16542,1
16543,1
16544,1
16545,0
16546,1
16547,0
16548,0
16549,0
16550,1
16551,0
16552,0
16553,1
16554,1
16555,0
16556,0
16557,0
16558,1
16559,1
16560,0
16561,0
16562,1
16563,1
16564,1
16565,0
16566,1
16567,0
16568,0
16569,1
16570,1
16571,0
16572,0
16573,0
16574,1
16575,0
16576,1
16577,0
16578,0
16579,1
16580,0
16581,0
16582,1
16583,1
16584,1
16585,1
16586,1
16587,0
16588,1
16589,1
16590,0
16591,0
16592,1
16593,0
16594,1
16595,0
16596,1
16597,1
16598,0
16599,0
16600,1
16601,1
16602,1
16603,0
16604,1
16605,0
16606,0
16607,1
16608,0
16609,1
16610,0
16611,1
16612,1
16613,0
16614,1
16615,0
16616,0
16617,1
16618,1
16619,1
16620,0
16621,0
16622,0
16623,0
16624,1
16625,1
16626,0
16627,0
16628,1
16629,1
16630,0
16631,1
16632,0
16633,1
16634,0
16635,1
16636,1
16637,1
16638,1
16639,0
16640,0
16641,0
16642,0
16643,1
16644,0
16645,0
16646,1
16647,0
16648,1
16649,0
16650,1
16651,1
16652,0
16653,1
16654,0
16655,0
16656,1
16657,0
16658,1
16659,0
16660,0
16661,0
16662,1
16663,0
16664,0
16665,0
16666,1
16667,1
16668,0
16669,0
16670,1
16671,1
16672,1
16673,1
16674,1
16675,0
16676,1
16677,1
16678,0
16679,0
16680,1
16681,1
16682,0
16683,0
16684,0
16685,1
16686,0
16687,1
16688,1
16689,1
16690,1
16691,0
16692,0
16693,0
16694,1
16695,0
16696,1
16697,1
16698,0
16699,0
16700,0
16701,1
16702,1
16703,0
16704,0
16705,1
16706,1
16707,0
16708,0
16709,1
16710,1
16711,0
16712,0
16713,1
16714,1
16715,0
16716,1
16717,0
16718,1
16719,1
16720,1
16721,0
16722,0
16723,0
16724,1
16725,1
16726,0
16727,0
16728,1
16729,1
16730,1
16731,1
16732,0
16733,0
16734,0
16735,1
16736,0
16737,1
16738,1
16739,0
16740,0
16741,0
16742,0
16743,1
16744,1
16745,1
16746,0
16747,1
16748,0
16749,0
16750,0
16751,1
16752,1
16753,0
16754,1
16755,1
16756,1
16757,0
16758,0
16759,0
16760,1
16761,1
16762,1
16763,0
16764,0
16765,0
16766,1
16767,1
16768,0
16769,0
16770,1
16771,1
16772,1
16773,1
16774,1
16775,0
16776,0
16777,1
16778,0
16779,1
16780,0
16781,0
16782,0
16783,1
16784,0
16785,1
16786,0
16787,1
16788,1
16789,0
16790,1
16791,1
16792,0
16793,0
16794,0
16795,0
16796,1
16797,1
16798,0
16799,1
16800,0
16801,0
16802,1
16803,0
16804,0
16805,1
16806,1
16807,1
16808,1
16809,1
16810,0
16811,0
16812,0
16813,0
16814,1
16815,1
16816,0
16817,1
16818,0
16819,1
16820,0
16821,0
16822,1
16823,0
16824,1
16825,1
16826,1
16827,1
16828,0
16829,0
16830,1
16831,1
16832,0
16833,0
16834,0
16835,1
16836,0
16837,0
16838,1
16839,0
16840,0
16841,1
16842,0
16843,0
16844,1
16845,1
16846,1
16847,1
16848,0
16849,1
16850,0
16851,0
16852,1
16853,0
16854,0
16855,0
16856,1
16857,1
16858,0
16859,1
16860,1
16861,1
16862,0
16863,0
16864,1
16865,1
16866,0
16867,1
16868,0
16869,1
16870,0
16871,1
16872,1
16873,0
16874,0
16875,1
16876,0
16877,1
16878,0
16879,0
16880,1
16881,0
16882,0
16883,1
16884,1
16885,0
16886,1
16887,0
16888,0
16889,1
16890,1
16891,1
16892,0
16893,0
16894,1
16895,1
16896,0
16897,1
16898,0
16899,1
16900,0
16901,0
16902,1
16903,1
16904,0
16905,0
16906,1
16907,1
16908,0
16909,1
16910,0
16911,1
16912,0
16913,0
16914,1
16915,1
16916,0
16917,1
16918,0
16919,0
16920,1
16921,1
16922,0
16923,1
16924,1
16925,0
16926,0
16927,0
16928,0
16929,1
16930,0
16931,1
16932,1
16933,1
16934,0
16935,0
16936,0
16937,1
16938,0
16939,1
16940,1
16941,1
16942,1
16943,0
16944,1
16945,0
16946,1
16947,0
16948,0
16949,1
16950,0
16951,0
16952,1
16953,0
16954,0
16955,1
16956,1
16957,1
16958,0
16959,0
16960,1
16961,1
16962,0
16963,1
16964,0
16965,1
16966,0
16967,1
16968,0
16969,0
16970,1
16971,0
16972,1
16973,0
16974,1
16975,0
16976,1
16977,1
16978,0
16979,1
16980,0
16981,1
16982,0
16983,0
16984,1
16985,1
16986,0
16987,0
16988,1
16989,1
16990,0
16991,0
16992,1
16993,1
16994,0
